Cleaning,Tokenizing,Normalization,Stopword_Removal,Stemming,Sentimen
buat mba mba remaja kelian tiap hari kuliah daring engga kerja tapi kok sering bgt ke mall tiap hari nongkrong di kafe tolong kasi tau kakaknya ini kalian dpt duit dari mana sih ajg aku juga mau,"['buat', 'mba', 'mba', 'remaja', 'kelian', 'tiap', 'hari', 'kuliah', 'daring', 'engga', 'kerja', 'tapi', 'kok', 'sering', 'bgt', 'ke', 'mall', 'tiap', 'hari', 'nongkrong', 'di', 'kafe', 'tolong', 'kasi', 'tau', 'kakaknya', 'ini', 'kalian', 'dpt', 'duit', 'dari', 'mana', 'sih', 'ajg', 'aku', 'juga', 'mau']","['buat', 'mbak', 'mbak', 'remaja', 'kelian', 'tiap', 'hari', 'kuliah', 'daring', 'tidak', 'kerja', 'tapi', 'kok', 'sering', 'sekali', 'ke', 'mall', 'tiap', 'hari', 'kumpul kumpul', 'di', 'kafe', 'tolong', 'kasi', 'tahu', 'kakaknya', 'ini', 'kalian', 'dapat', 'uang', 'dari', 'mana', 'sih', 'persetan', 'aku', 'juga', 'mau']","['mbak', 'mbak', 'remaja', 'kelian', 'kerja', 'mall', 'kumpul kumpul', 'kafe', 'tolong', 'kasi', 'kakaknya', 'uang', 'sih', 'persetan']","['mbak', 'mbak', 'remaja', 'kelian', 'kerja', 'mall', 'kumpul kumpul', 'kafe', 'tolong', 'kasi', 'kakak', 'uang', 'sih', 'persetan']",-1
sama tahun depan aku juga lulus kaya sayang aku baru masuk sekolah itu bulan abis tuh daring semoga akhir kelas nanti masuk,"['sama', 'tahun', 'depan', 'aku', 'juga', 'lulus', 'kaya', 'sayang', 'aku', 'baru', 'masuk', 'sekolah', 'itu', 'bulan', 'abis', 'tuh', 'daring', 'semoga', 'akhir', 'kelas', 'nanti', 'masuk']","['sama', 'tahun', 'depan', 'aku', 'juga', 'lulus', 'kaya', 'sayang', 'aku', 'baru', 'masuk', 'sekolah', 'itu', 'bulan', 'habis', 'itu', 'daring', 'semoga', 'akhir', 'kelas', 'nanti', 'masuk']","['lulus', 'kaya', 'sayang', 'masuk', 'habis', 'semoga', 'kelas', 'masuk']","['lulus', 'kaya', 'sayang', 'masuk', 'habis', 'moga', 'kelas', 'masuk']",1
sekolah daring di rumah bikin gwe makin males ketemu sama bales chat temen apalagi respon dari cwo yang deketin kecuali pas butuh doang,"['sekolah', 'daring', 'di', 'rumah', 'bikin', 'gwe', 'makin', 'males', 'ketemu', 'sama', 'bales', 'chat', 'temen', 'apalagi', 'respon', 'dari', 'cwo', 'yang', 'deketin', 'kecuali', 'pas', 'butuh', 'doang']","['sekolah', 'daring', 'di', 'rumah', 'membuat', 'saya', 'makin', 'malas', 'ketemu', 'sama', 'balas', 'chat', 'teman', 'apalagi', 'respon', 'dari', 'cwo', 'yang', 'deketin', 'kecuali', 'pas', 'butuh', 'saja']","['rumah', 'malas', 'ketemu', 'balas', 'chat', 'teman', 'respon', 'cwo', 'deketin', 'kecuali', 'pas', 'butuh']","['rumah', 'malas', 'ketemu', 'balas', 'chat', 'teman', 'respon', 'cwo', 'deketin', 'kecuali', 'pas', 'butuh']",1
kemungkinan karena sekarang anak sekolah nya daring jadi pada main di jalanan,"['kemungkinan', 'karena', 'sekarang', 'anak', 'sekolah', 'nya', 'daring', 'jadi', 'pada', 'main', 'di', 'jalanan']","['kemungkinan', 'karena', 'sekarang', 'anak', 'sekolah', 'nya', 'daring', 'jadi', 'pada', 'main', 'di', 'jalanan']","['anak', 'nya', 'main', 'jalanan']","['anak', 'nya', 'main', 'jalan']",1
sekarang pas daring pengennya sekolah offline kaya dulu mauku apasih,"['sekarang', 'pas', 'daring', 'pengennya', 'sekolah', 'offline', 'kaya', 'dulu', 'mauku', 'apasih']","['sekarang', 'pas', 'daring', 'pengennya', 'sekolah', 'offline', 'kaya', 'dulu', 'mauku', 'apa sih']","['pas', 'pengennya', 'offline', 'kaya', 'mauku', 'apa sih']","['pas', 'ken', 'offline', 'kaya', 'mau', 'apa sih']",1
serius nanya anak sekolah sekarang masih pake kurikulum k separah ini ya belajarnya terlepas dari sekarang semuanya daring jadi apa apa tuh emang berat banget ngejalaninnya biar bagaimanapun belajar emang paling efektif offline ps lulus sma tahun lalu masih ktsp,"['serius', 'nanya', 'anak', 'sekolah', 'sekarang', 'masih', 'pake', 'kurikulum', 'k', 'separah', 'ini', 'ya', 'belajarnya', 'terlepas', 'dari', 'sekarang', 'semuanya', 'daring', 'jadi', 'apa', 'apa', 'tuh', 'emang', 'berat', 'banget', 'ngejalaninnya', 'biar', 'bagaimanapun', 'belajar', 'emang', 'paling', 'efektif', 'offline', 'ps', 'lulus', 'sma', 'tahun', 'lalu', 'masih', 'ktsp']","['serius', 'bertanya', 'anak', 'sekolah', 'sekarang', 'masih', 'pakai', 'kurikulum', 'ke', 'separah', 'ini', 'iya', 'belajarnya', 'terlepas', 'dari', 'sekarang', 'semuanya', 'daring', 'jadi', 'apa', 'apa', 'itu', 'memang', 'berat', 'sekali', 'ngejalaninnya', 'biar', 'bagaimanapun', 'belajar', 'memang', 'paling', 'efektif', 'offline', 'ps', 'lulus', 'sama', 'tahun', 'lalu', 'masih', 'ktsp']","['serius', 'anak', 'pakai', 'kurikulum', 'separah', 'belajarnya', 'terlepas', 'berat', 'ngejalaninnya', 'biar', 'efektif', 'offline', 'ps', 'lulus', 'ktsp']","['serius', 'anak', 'pakai', 'kurikulum', 'parah', 'ajar', 'lepas', 'berat', 'ngejalaninnya', 'biar', 'efektif', 'offline', 'ps', 'lulus', 'ktsp']",-1
udh belajar di sekolah langsung di lanjut di rumah sama daring itu guru punya masalah apa njing,"['udh', 'belajar', 'di', 'sekolah', 'langsung', 'di', 'lanjut', 'di', 'rumah', 'sama', 'daring', 'itu', 'guru', 'punya', 'masalah', 'apa', 'njing']","['sudah', 'belajar', 'di', 'sekolah', 'langsung', 'di', 'lanjut', 'di', 'rumah', 'sama', 'daring', 'itu', 'guru', 'punya', 'masalah', 'apa', 'njing']","['langsung', 'rumah', 'guru', 'njing']","['langsung', 'rumah', 'guru', 'njing']",-1
haha hehe sekolah daring udah tugas akhir aja,"['haha', 'hehe', 'sekolah', 'daring', 'udah', 'tugas', 'akhir', 'aja']","['tertawa', 'tertawa', 'sekolah', 'daring', 'sudah', 'tugas', 'akhir', 'saja']","['tertawa', 'tertawa', 'tugas']","['tertawa', 'tertawa', 'tugas']",1
sekolah daring ikutan yook,"['sekolah', 'daring', 'ikutan', 'yook']","['sekolah', 'daring', 'ikutan', 'yook']","['ikutan', 'yook']","['ikut', 'yook']",1
ada beberapa orangtua yg gapaham peran dan tanggung jawabnya seperti nuntut hasil terbaik dari anaknya padahal ga nemenin prosesnya apalagi saat kondisi kayagini anak anak yg mulai bosen sama belajar daring mereka butuh temen buat nanya saat ada tugas yg sulit,"['ada', 'beberapa', 'orangtua', 'yg', 'gapaham', 'peran', 'dan', 'tanggung', 'jawabnya', 'seperti', 'nuntut', 'hasil', 'terbaik', 'dari', 'anaknya', 'padahal', 'ga', 'nemenin', 'prosesnya', 'apalagi', 'saat', 'kondisi', 'kayagini', 'anak', 'anak', 'yg', 'mulai', 'bosen', 'sama', 'belajar', 'daring', 'mereka', 'butuh', 'temen', 'buat', 'nanya', 'saat', 'ada', 'tugas', 'yg', 'sulit']","['ada', 'beberapa', 'orang tua', 'yang', 'tidak paham', 'peran', 'dan', 'tanggung', 'jawabnya', 'seperti', 'nuntut', 'hasil', 'terbaik', 'dari', 'anaknya', 'padahal', 'tidak', 'menemani', 'prosesnya', 'apalagi', 'saat', 'kondisi', 'kayagini', 'anak', 'anak', 'yang', 'mulai', 'bosan', 'sama', 'belajar', 'daring', 'mereka', 'butuh', 'teman', 'buat', 'bertanya', 'saat', 'ada', 'tugas', 'yang', 'sulit']","['orang tua', 'tidak paham', 'peran', 'tanggung', 'nuntut', 'hasil', 'terbaik', 'anaknya', 'menemani', 'prosesnya', 'kondisi', 'kayagini', 'anak', 'anak', 'bosan', 'butuh', 'teman', 'tugas', 'sulit']","['orang tua', 'tidak paham', 'peran', 'tanggung', 'nuntut', 'hasil', 'baik', 'anak', 'tani', 'proses', 'kondisi', 'kayagini', 'anak', 'anak', 'bosan', 'butuh', 'teman', 'tugas', 'sulit']",1
kalo pengeluaran kuota buat sekolah daring krn di rumah sy pake wifi jadinya gaada pake kuota d kalo untuk tmn tmn yg di rumahnya gapake wifi tergantung kbm masing sekolah sih ada bbrp sekolah yg melaksanakan zoom meeting dll ada juga yg cuma ngasih materi,"['kalo', 'pengeluaran', 'kuota', 'buat', 'sekolah', 'daring', 'krn', 'di', 'rumah', 'sy', 'pake', 'wifi', 'jadinya', 'gaada', 'pake', 'kuota', 'd', 'kalo', 'untuk', 'tmn', 'tmn', 'yg', 'di', 'rumahnya', 'gapake', 'wifi', 'tergantung', 'kbm', 'masing', 'sekolah', 'sih', 'ada', 'bbrp', 'sekolah', 'yg', 'melaksanakan', 'zoom', 'meeting', 'dll', 'ada', 'juga', 'yg', 'cuma', 'ngasih', 'materi']","['kalau', 'pengeluaran', 'kuota', 'buat', 'sekolah', 'daring', 'karena', 'di', 'rumah', 'saya', 'pakai', 'wifi', 'jadinya', 'tidak ada uang', 'pakai', 'kuota', 'di', 'kalau', 'untuk', 'teman', 'teman', 'yang', 'di', 'rumahnya', 'tidak menggunakan', 'wifi', 'tergantung', 'kbm', 'masing', 'sekolah', 'sih', 'ada', 'beberapa', 'sekolah', 'yang', 'melaksanakan', 'zoom', 'meeting', 'dan lain lain', 'ada', 'juga', 'yang', 'cuma', 'memberikan', 'materi']","['pengeluaran', 'kuota', 'rumah', 'pakai', 'wifi', 'tidak ada uang', 'pakai', 'kuota', 'teman', 'teman', 'rumahnya', 'tidak menggunakan', 'wifi', 'tergantung', 'kbm', 'sih', 'melaksanakan', 'zoom', 'meeting', 'dan lain lain', 'materi']","['keluar', 'kuota', 'rumah', 'pakai', 'wifi', 'tidak ada uang', 'pakai', 'kuota', 'teman', 'teman', 'rumah', 'tidak guna', 'wifi', 'gantung', 'kbm', 'sih', 'laksana', 'zoom', 'meeting', 'dan lain lain', 'materi']",1
capek semua dulu waktu kuliah luring aku naik sepeda ke kampus ya walaupun kuat tahun doang dan kuliah daring apalagi bimbingan online kagak enak sama sekali terpaksa,"['capek', 'semua', 'dulu', 'waktu', 'kuliah', 'luring', 'aku', 'naik', 'sepeda', 'ke', 'kampus', 'ya', 'walaupun', 'kuat', 'tahun', 'doang', 'dan', 'kuliah', 'daring', 'apalagi', 'bimbingan', 'online', 'kagak', 'enak', 'sama', 'sekali', 'terpaksa']","['lelah', 'semua', 'dulu', 'waktu', 'kuliah', 'luring', 'aku', 'naik', 'sepeda', 'ke', 'kampus', 'iya', 'walaupun', 'kuat', 'tahun', 'saja', 'dan', 'kuliah', 'daring', 'apalagi', 'bimbingan', 'online', 'tidak', 'enak', 'sama', 'sekali', 'terpaksa']","['lelah', 'luring', 'sepeda', 'kampus', 'kuat', 'bimbingan', 'online', 'enak', 'terpaksa']","['lelah', 'luring', 'sepeda', 'kampus', 'kuat', 'bimbing', 'online', 'enak', 'paksa']",-1
skb jilbab di sekolah bentuk fobia syariat belum usai masalah daring yang membuat sebagian besar orang tua pusing mendampingi anaknya belajar bahkan ada yang darting hingga tega melukai anaknya ditambah lagi dengan anakanak yang semakin ketergantungan terhadap hp sehingg,"['skb', 'jilbab', 'di', 'sekolah', 'bentuk', 'fobia', 'syariat', 'belum', 'usai', 'masalah', 'daring', 'yang', 'membuat', 'sebagian', 'besar', 'orang', 'tua', 'pusing', 'mendampingi', 'anaknya', 'belajar', 'bahkan', 'ada', 'yang', 'darting', 'hingga', 'tega', 'melukai', 'anaknya', 'ditambah', 'lagi', 'dengan', 'anakanak', 'yang', 'semakin', 'ketergantungan', 'terhadap', 'hp', 'sehingg']","['skb', 'jilbab', 'di', 'sekolah', 'bentuk', 'fobia', 'syariat', 'belum', 'usai', 'masalah', 'daring', 'yang', 'membuat', 'sebagian', 'besar', 'orang', 'tua', 'pusing', 'mendampingi', 'anaknya', 'belajar', 'bahkan', 'ada', 'yang', 'darah tinggi', 'hingga', 'tega', 'melukai', 'anaknya', 'ditambah', 'lagi', 'dengan', 'anak anak', 'yang', 'semakin', 'ketergantungan', 'terhadap', 'hp', 'sehingg']","['skb', 'jilbab', 'bentuk', 'fobia', 'syariat', 'orang', 'tua', 'pusing', 'mendampingi', 'anaknya', 'darah tinggi', 'tega', 'melukai', 'anaknya', 'ditambah', 'anak anak', 'ketergantungan', 'hp', 'sehingg']","['skb', 'jilbab', 'bentuk', 'fobia', 'syariat', 'orang', 'tua', 'pusing', 'damping', 'anak', 'darah tinggi', 'tega', 'luka', 'anak', 'tambah', 'anak anak', 'gantung', 'hp', 'sehingg']",-1
anak dikasih hp buat dipake sekolah daring bukannya diisi pelajaran malah diisi embun pagi dan seberkas sinar mentari fajar ini,"['anak', 'dikasih', 'hp', 'buat', 'dipake', 'sekolah', 'daring', 'bukannya', 'diisi', 'pelajaran', 'malah', 'diisi', 'embun', 'pagi', 'dan', 'seberkas', 'sinar', 'mentari', 'fajar', 'ini']","['anak', 'dikasih', 'hp', 'buat', 'dipake', 'sekolah', 'daring', 'bukannya', 'diisi', 'pelajaran', 'bahkan', 'diisi', 'embun', 'pagi', 'dan', 'seberkas', 'sinar', 'mentari', 'fajar', 'ini']","['anak', 'dikasih', 'hp', 'dipake', 'diisi', 'pelajaran', 'diisi', 'embun', 'pagi', 'seberkas', 'sinar', 'mentari', 'fajar']","['anak', 'kasih', 'hp', 'dipake', 'isi', 'ajar', 'isi', 'embun', 'pagi', 'berkas', 'sinar', 'mentari', 'fajar']",1
fid aku gak mau ya wkwk,"['fid', 'aku', 'gak', 'mau', 'ya', 'wkwk']","['fid', 'aku', 'tidak', 'mau', 'iya', 'tertawa']","['fid', 'tertawa']","['fid', 'tertawa']",-1
gimana si cara biar waktu daring keliatan kek sekolah online beneran dimata ortu sumpah cape banget disangkanya pemalesmaen hp mulu padahal lagi ngerjain soal di gugel form atau bahas materi di gc capek gini terus,"['gimana', 'si', 'cara', 'biar', 'waktu', 'daring', 'keliatan', 'kek', 'sekolah', 'online', 'beneran', 'dimata', 'ortu', 'sumpah', 'cape', 'banget', 'disangkanya', 'pemalesmaen', 'hp', 'mulu', 'padahal', 'lagi', 'ngerjain', 'soal', 'di', 'gugel', 'form', 'atau', 'bahas', 'materi', 'di', 'gc', 'capek', 'gini', 'terus']","['bagaimana', 'si', 'cara', 'biar', 'waktu', 'daring', 'kelihatan', 'seperti', 'sekolah', 'online', 'beneran', 'dimata', 'orang tua', 'sumpah', 'capek', 'sekali', 'disangkanya', 'pemalesmaen', 'hp', 'melulu', 'padahal', 'lagi', 'mengerjakan', 'soal', 'di', 'gugel', 'form', 'atau', 'bahas', 'materi', 'di', 'gc', 'lelah', 'begini', 'terus']","['si', 'biar', 'online', 'beneran', 'dimata', 'orang tua', 'sumpah', 'capek', 'disangkanya', 'pemalesmaen', 'hp', 'melulu', 'gugel', 'form', 'bahas', 'materi', 'gc', 'lelah']","['si', 'biar', 'online', 'beneran', 'mata', 'orang tua', 'sumpah', 'capek', 'sangka', 'pemalesmaen', 'hp', 'melulu', 'gugel', 'form', 'bahas', 'materi', 'gc', 'lelah']",-1
normaltp setelah belajar daring setahun kok kayak keterbelakangan mental,"['normaltp', 'setelah', 'belajar', 'daring', 'setahun', 'kok', 'kayak', 'keterbelakangan', 'mental']","['normaltp', 'setelah', 'belajar', 'daring', 'setahun', 'kok', 'seperti', 'keterbelakangan', 'mental']","['normaltp', 'setahun', 'keterbelakangan', 'mental']","['normaltp', 'tahun', 'belakang', 'mental']",1
kalo dipikir pikir enakan kuliah lewat daring tapi temen temennya offline,"['kalo', 'dipikir', 'pikir', 'enakan', 'kuliah', 'lewat', 'daring', 'tapi', 'temen', 'temennya', 'offline']","['kalau', 'dipikir', 'pikir', 'enakan', 'kuliah', 'lewat', 'daring', 'tapi', 'teman', 'temannya', 'offline']","['dipikir', 'pikir', 'enakan', 'teman', 'temannya', 'offline']","['pikir', 'pikir', 'enak', 'teman', 'teman', 'offline']",1
anak baik pagi ini cerah sekali alhamdulillah aku baru saja selesai kuliah daring via gmeet mata kuliah islam di indonesia aku kebagian presentasi di minggu ke membahas tentang mui wow,"['anak', 'baik', 'pagi', 'ini', 'cerah', 'sekali', 'alhamdulillah', 'aku', 'baru', 'saja', 'selesai', 'kuliah', 'daring', 'via', 'gmeet', 'mata', 'kuliah', 'islam', 'di', 'indonesia', 'aku', 'kebagian', 'presentasi', 'di', 'minggu', 'ke', 'membahas', 'tentang', 'mui', 'wow']","['anak', 'baik', 'pagi', 'ini', 'cerah', 'sekali', 'alhamdulillah', 'aku', 'baru', 'saja', 'selesai', 'kuliah', 'daring', 'melalui', 'gmeet', 'mata', 'kuliah', 'islam', 'di', 'indonesia', 'aku', 'kebagian', 'presentasi', 'di', 'minggu', 'ke', 'membahas', 'tentang', 'mui', 'wow']","['anak', 'pagi', 'cerah', 'alhamdulillah', 'selesai', 'gmeet', 'mata', 'islam', 'indonesia', 'kebagian', 'presentasi', 'minggu', 'membahas', 'mui', 'wow']","['anak', 'pagi', 'cerah', 'alhamdulillah', 'selesai', 'gmeet', 'mata', 'islam', 'indonesia', 'bagi', 'presentasi', 'minggu', 'bahas', 'mui', 'wow']",1
pentingg banget soalnya kelas itu basicnya apalagi aljabar sampe kapanpun pasti bakal ketemu sama yg namanya aljabar semangat yaa daring gini emang susah yang penting konsisten dan punya target aja kalau belajar,"['pentingg', 'banget', 'soalnya', 'kelas', 'itu', 'basicnya', 'apalagi', 'aljabar', 'sampe', 'kapanpun', 'pasti', 'bakal', 'ketemu', 'sama', 'yg', 'namanya', 'aljabar', 'semangat', 'yaa', 'daring', 'gini', 'emang', 'susah', 'yang', 'penting', 'konsisten', 'dan', 'punya', 'target', 'aja', 'kalau', 'belajar']","['pentingg', 'sekali', 'soalnya', 'kelas', 'itu', 'basicnya', 'apalagi', 'aljabar', 'sampai', 'kapanpun', 'pasti', 'bakal', 'ketemu', 'sama', 'yang', 'namanya', 'aljabar', 'semangat', 'iya', 'daring', 'begini', 'memang', 'susah', 'yang', 'penting', 'konsisten', 'dan', 'punya', 'target', 'saja', 'kalau', 'belajar']","['pentingg', 'kelas', 'basicnya', 'aljabar', 'ketemu', 'namanya', 'aljabar', 'semangat', 'susah', 'konsisten', 'target']","['pentingg', 'kelas', 'basicnya', 'aljabar', 'ketemu', 'nama', 'aljabar', 'semangat', 'susah', 'konsisten', 'target']",1
laaahhhh koq hampir sama dgn saya semalem pas diskusi bareng adik kandung cuma beda cerita aja bagaimana pun suksesnya adik kandung saya masih ada kakaknya saya yg pernah bantuin kuliah mereka jadi biarpun saya hanya mitra ojek daring mereka tetap segan dgn saya,"['laaahhhh', 'koq', 'hampir', 'sama', 'dgn', 'saya', 'semalem', 'pas', 'diskusi', 'bareng', 'adik', 'kandung', 'cuma', 'beda', 'cerita', 'aja', 'bagaimana', 'pun', 'suksesnya', 'adik', 'kandung', 'saya', 'masih', 'ada', 'kakaknya', 'saya', 'yg', 'pernah', 'bantuin', 'kuliah', 'mereka', 'jadi', 'biarpun', 'saya', 'hanya', 'mitra', 'ojek', 'daring', 'mereka', 'tetap', 'segan', 'dgn', 'saya']","['laaahhhh', 'kok', 'hampir', 'sama', 'dengan', 'saya', 'semalam', 'pas', 'diskusi', 'bareng', 'adik', 'kandung', 'cuma', 'beda', 'cerita', 'saja', 'bagaimana', 'juga', 'suksesnya', 'adik', 'kandung', 'saya', 'masih', 'ada', 'kakaknya', 'saya', 'yang', 'pernah', 'bantuin', 'kuliah', 'mereka', 'jadi', 'biarpun', 'saya', 'hanya', 'mitra', 'ojek', 'daring', 'mereka', 'tetap', 'segan', 'dengan', 'saya']","['laaahhhh', 'semalam', 'pas', 'diskusi', 'bareng', 'adik', 'kandung', 'beda', 'cerita', 'suksesnya', 'adik', 'kandung', 'kakaknya', 'bantuin', 'biarpun', 'mitra', 'ojek', 'segan']","['laaahhhh', 'malam', 'pas', 'diskusi', 'bareng', 'adik', 'kandung', 'beda', 'cerita', 'sukses', 'adik', 'kandung', 'kakak', 'bantuin', 'biarpun', 'mitra', 'ojek', 'segan']",1
ya allah nder kurang bersyukur amat lu liat kebawah masih ada yg butuh hp buat daring dapet hp apa aja bersyukur dia yg penting bisa sekolah online,"['ya', 'allah', 'nder', 'kurang', 'bersyukur', 'amat', 'lu', 'liat', 'kebawah', 'masih', 'ada', 'yg', 'butuh', 'hp', 'buat', 'daring', 'dapet', 'hp', 'apa', 'aja', 'bersyukur', 'dia', 'yg', 'penting', 'bisa', 'sekolah', 'online']","['iya', 'allah', 'pengirim', 'kurang', 'bersyukur', 'sekali', 'kamu', 'lihat', 'kebawah', 'masih', 'ada', 'yang', 'butuh', 'hp', 'buat', 'daring', 'dapat', 'hp', 'apa', 'saja', 'bersyukur', 'dia', 'yang', 'penting', 'bisa', 'sekolah', 'online']","['allah', 'pengirim', 'bersyukur', 'lihat', 'kebawah', 'butuh', 'hp', 'hp', 'bersyukur', 'online']","['allah', 'kirim', 'syukur', 'lihat', 'bawah', 'butuh', 'hp', 'hp', 'syukur', 'online']",-1
ga sopan rasanya klo manggil nama doang aksksk sekolah daring kok tpi gpp udah prnh tidur jam segini aku tuh hehe oke besok lanjut ya lagi anget nya banyak yg mau dibahas good night dan slamat hri senin,"['ga', 'sopan', 'rasanya', 'klo', 'manggil', 'nama', 'doang', 'aksksk', 'sekolah', 'daring', 'kok', 'tpi', 'gpp', 'udah', 'prnh', 'tidur', 'jam', 'segini', 'aku', 'tuh', 'hehe', 'oke', 'besok', 'lanjut', 'ya', 'lagi', 'anget', 'nya', 'banyak', 'yg', 'mau', 'dibahas', 'good', 'night', 'dan', 'slamat', 'hri', 'senin']","['tidak', 'sopan', 'rasanya', 'kalau', 'panggil', 'nama', 'saja', 'aksksk', 'sekolah', 'daring', 'kok', 'tapi', 'tidak apa apa', 'sudah', 'pernah', 'tidur', 'jam', 'segini', 'aku', 'itu', 'tertawa', 'oke', 'besok', 'lanjut', 'iya', 'lagi', 'anget', 'nya', 'banyak', 'yang', 'mau', 'dibahas', 'bagus', 'night', 'dan', 'slamat', 'hri', 'senin']","['sopan', 'panggil', 'nama', 'aksksk', 'tidak apa apa', 'tidur', 'jam', 'segini', 'tertawa', 'oke', 'besok', 'anget', 'nya', 'dibahas', 'bagus', 'night', 'slamat', 'hri', 'senin']","['sopan', 'panggil', 'nama', 'aksksk', 'tidak apa apa', 'tidur', 'jam', 'gin', 'tertawa', 'oke', 'besok', 'anget', 'nya', 'bahas', 'bagus', 'night', 'slamat', 'hri', 'senin']",1
makasih banget loh nder gue jadi semangat buat kuliah daring wkwk,"['makasih', 'banget', 'loh', 'nder', 'gue', 'jadi', 'semangat', 'buat', 'kuliah', 'daring', 'wkwk']","['terima kasih', 'sekali', 'loh', 'pengirim', 'saya', 'jadi', 'semangat', 'buat', 'kuliah', 'daring', 'tertawa']","['terima kasih', 'loh', 'pengirim', 'semangat', 'tertawa']","['terima kasih', 'loh', 'kirim', 'semangat', 'tertawa']",1
kunjungan ke smk krida mandiri desa bojongsari aipda hailani bhabinkamtibmas menyampaikan himbauan agar meningkatkan keamanan sekolah selama proses belajar mengajar dengan metode daring guna menghindari aksi pencurian di lingkungan sekolah sabtu,"['kunjungan', 'ke', 'smk', 'krida', 'mandiri', 'desa', 'bojongsari', 'aipda', 'hailani', 'bhabinkamtibmas', 'menyampaikan', 'himbauan', 'agar', 'meningkatkan', 'keamanan', 'sekolah', 'selama', 'proses', 'belajar', 'mengajar', 'dengan', 'metode', 'daring', 'guna', 'menghindari', 'aksi', 'pencurian', 'di', 'lingkungan', 'sekolah', 'sabtu']","['kunjungan', 'ke', 'smk', 'krida', 'mandiri', 'desa', 'bojongsari', 'aipda', 'hailani', 'bhabinkamtibmas', 'menyampaikan', 'himbauan', 'agar', 'meningkatkan', 'keamanan', 'sekolah', 'selama', 'proses', 'belajar', 'mengajar', 'dengan', 'metode', 'daring', 'guna', 'menghindari', 'aksi', 'pencurian', 'di', 'lingkungan', 'sekolah', 'sabtu']","['kunjungan', 'smk', 'krida', 'mandiri', 'desa', 'bojongsari', 'aipda', 'hailani', 'bhabinkamtibmas', 'himbauan', 'meningkatkan', 'keamanan', 'proses', 'mengajar', 'metode', 'menghindari', 'aksi', 'pencurian', 'lingkungan', 'sabtu']","['kunjung', 'smk', 'krida', 'mandiri', 'desa', 'bojongsari', 'aipda', 'hailani', 'bhabinkamtibmas', 'himbauan', 'tingkat', 'aman', 'proses', 'ajar', 'metode', 'hindar', 'aksi', 'curi', 'lingkung', 'sabtu']",1
wkwkwk,['wkwkwk'],['tertawa'],['tertawa'],['tertawa'],1
kampus gue freak bgt mahasiswa kuliah nya masih daring tapi kampus dipake buat tempat syuting lol,"['kampus', 'gue', 'freak', 'bgt', 'mahasiswa', 'kuliah', 'nya', 'masih', 'daring', 'tapi', 'kampus', 'dipake', 'buat', 'tempat', 'syuting', 'lol']","['kampus', 'saya', 'freak', 'sekali', 'mahasiswa', 'kuliah', 'nya', 'masih', 'daring', 'tapi', 'kampus', 'dipake', 'buat', 'tempat', 'syuting', 'tertawa']","['kampus', 'freak', 'mahasiswa', 'nya', 'kampus', 'dipake', 'syuting', 'tertawa']","['kampus', 'freak', 'mahasiswa', 'nya', 'kampus', 'dipake', 'syuting', 'tertawa']",1
